0,Emri,EmriTregtar,NrIBiznesit,Sektori,LlojiIbiznesit,Komuna,Popullsia2020,Data,NumriIpunetoreve,%astotalGDP(10 max),%assectorGDP(10 max),UljeApoNgritje
929,RESTAURANT CASTLE L.L.C.,///,811507469,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,20,-2.31,-4.74,1
930,LITERAL MEDIA SH.P.K.,LITERAL MEDIA,811335521,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,25,1.21,1.3,1
931,TRIO CAFE SH.P.K.,TRIO CAFE,811497397,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,10,-1.28,-4.74,1
932,Abedin Leku B.I.,"N.SH.T. "" Natyra """,810254417,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Gllogoc,"60,970",15-09-2020,3,5.6,5.8,1
933,Jelena VuksanoviÄ I.B.,Jelena Kruna 84,811507302,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",23-10-2020,7,-2.86,-4.74,1
934,AGJENSIONI NDÃRMJETÃSIMI PÃR GASTRONOMI TAHIR SADIKU SH.P.K.,AGJENSIONI NDÃRMJETÃSIMI PÃR GASTRONOMI TAHIR SADIKU,811563833,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Lipjan,"57,707",27-10-2020,15,-4.32,-3.15,1
935,Adile Podvorica B.I.,PRUNUS LAND,811482299,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Lipjan,"60,859",15-09-2020,9,2.7,2.78,1
936,XL PRESS SH.P.K.,///,811183631,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,16,1.2,1.3,1
937,Hasime Hoxha B.I.,Pizzeria Rrema,811514117,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",22-10-2020,30,-2.14,-4.74,1
938,KANTINA LUANI SH.P.K.,///,811409798,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,32,-0.3,-1.03,1
939,INFINITY LOUNGE SH.P.K.,///,811563239,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",15-09-2020,23,-4.89,-4.74,1
940,GAZETA ALBAPOLI SH.P.K.,///,810170770,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",30-10-2020,16,1.3,1.3,1
941,JONIREISEN SH.P.K.,///,811255571,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",30-10-2020,28,-3.72,-3.95,1
942,Arbiani SH.P.K.,///,811564807,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Drenas,"61,801",15-09-2020,26,-4.12,-3.21,1
943,Globi Construction SH.P.K.,Globi Construction,811458844,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",28-10-2020,31,5.77,6.53,1
944,Urology Center SH.P.K.,///,811429580,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",27-10-2020,8,-2.04,-2.98,1
945,RED Scissors SH.P.K.,RED Scissors,811362483,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",22-10-2020,33,-2.45,-3.21,1
946,Flora Geci B.I.,///,811271072,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,72,-3.31,-3.21,1
947,ROYAL ART PIZZA SH.P.K.,ROYAL ART PIZZA,811561902,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,23,-3.79,-4.74,1
948,Apipharma -Kosove SH.P.K.,///,810417792,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,4,5.3,5.8,1
949,Gredial Center SH.P.K.,///,811510941,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,7,2.18,2.78,1
950,F.B.M. KUALITETI-A SH.P.K.,///,811184556,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,20,-0.07,-0.05,1
951,Bekim Hak. Krasniqi B.I.,///,811549940,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,17,-2.23,-2.12,1
952,Toma Gashi B.I.,"N.T.P. "" Jehona - T & O """,811533993,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Lipjan,"57,707",26-10-2020,8,-0.78,-0.05,1
953,MY TAXI SH.P.K.,MY TAXI,811559725,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",30-10-2020,12,-2.09,-2.12,1
954,Enver Mahmutaj B.I.,MELSA,811556284,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Istog,"40,728",10/4/2020,32,-1.52,-4.74,1
955,Dardania Media SH.P.K.,Dardania Media,811477084,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,16,1.6,1.3,1
956,Foody Impex L.L.C.,Foody Impex,811499145,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,23,-6.28,-4.74,1
957,MULLIRI DONI B.I.,MULLIS DONI,80157312,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",15-09-2020,11,-0.05,-0.05,1
958,MOTEL DELPHINI SH.P.K.,MOTEL DELPHINI,811465071,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",27-10-2020,15,-4.32,-3.15,1
959,"Shoqeria '' eurosig "" sh.a.",KOMPANIA E SIGURIMEVE EUROSIG SH.A.,811296054,Sigurime,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,16,-0.1,-0.02,1
960,GRAND GJERAVICA SH.P.K.,GRAND GJERAVICA HOTEL,811426940,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Junik,"6,370",23-10-2020,15,-3.54,-3.15,1
961,Grandi Group SH.P.K.,///,811494947,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,Prishtine,6.32,6.53,1
962,Dawa Limited - Perfaqesia Ne Kosove Dega ne Kosove,///,810379421,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Lipjan,"57,707",27-10-2020,3,6,5.8,1
963,Brahim ThaÃ§i B.I.,"N.SH. "" THERANDA POST """,811042879,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",26-10-2020,17,1.1,1.3,1
964,Agon Asllani B.I.,"N.P.T. "" PRAPASHTICA-A """,811157298,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Malisheve,"62,738",26-10-2020,20,-0.02,-0.05,1
965,METRO - KS B.I.,"N.SH. "" METRO - KS """,70776286,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,25,1.21,1.3,1
966,Agron S. Restelica B.I.,ARS MEGA,811447277,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",27-10-2020,10,-3.04,-2.98,1
967,RESORT LUMI L.L.C.,///,811498915,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Gllogoc,"60,970",28-10-2020,44,-5.3,-4.74,1
968,STARKA SH.P.K.,STARKA,811321140,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,6,-3.04,-2.98,1
969,Euro -Albi SH.P.K.,///,811251610,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",27-10-2020,8,-0.4,-0.05,1
970,Restaurant Acorn SH.P.K.,///,811553173,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Novoberde,"7,172",26-10-2020,30,-4.89,-4.74,1
971,JOOY & CHOCO L.L.C.,///,811553876,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,10,2.41,2.78,1
972,INTERNATIONAL WINE&SPIRITS L.L.C.,///,811562900,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,30,-2.14,-4.74,1
973,Stay Ok Prishtina Boutique Hotel SH.P.K.,Stay Ok Prishtina Boutique Hotel,811344978,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,18,-4.54,-3.15,1
974,EASY CHEESY SH.P.K.,EASY CHEESY,811563031,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,25,-2.09,-4.74,1
975,Kuzhina 7 Vellezerit SH.P.K.,Kuzhina 7 Vellezerit,811565996,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",27-10-2020,12,-1.01,-1.74,1
976,PRISHTINA GROUP SH.P.K.,PRISHTINA GROUP,811512228,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,9,3.92,2.78,1
977,Dardania Airlines SH.P.K.,///,811296947,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,32,-3.25,-3.95,1
978,Poliklinika Aldo Dent SH.P.K.,///,811446253,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,6,-3.04,-2.98,1
979,ELI TOURS GROUP SH.P.K.,ELI TOURS GROUP,811440958,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",23-10-2020,31,6.92,6.53,1
980,Krenar Prekadini B.I.,Mini Max KOP,811498858,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",15-09-2020,24,-3.28,-3.21,1
981,SWISS APARTMENTS PRISHTINA SH.P.K.,///,811270389,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,10,-3.54,-3.15,1
982,Naime Bislimi B.I.,Laboratori Tirana Lab 3,811505976,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",30-10-2020,42,7.8,6.28,1
983,Melihate Muqaj B.I.,///,811365461,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Novoberde,"7,172",28-10-2020,6,-0.02,-0.05,1
984,Ohana Catering SH.P.K.,///,811549685,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,25,-2.7,-4.74,1
985,Luljeta B. Morina B.I.,"D.P.Z. ""Linda-M""",811249433,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",27-10-2020,56,-2.48,-3.21,1
986,Kosova Reisen SH.A.,///,811330597,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",30-10-2020,28,-4.02,-3.95,1
987,G3 INXHINIERING SH.P.K.,///,811471060,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,31,6.92,6.53,1
988,Zanas Body Goals SH.P.K.,///,811556581,Marketing,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,12,-0.69,-0.72,1
989,TECOL CONSTRUCTION L.L.C.,TECOL CONSTRUCTION,811432749,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",30-10-2020,33,3.1,6.53,1
990,Hotel Palace & SPA Center SH.P.K.,Hotel Palace & SPA Center,811327635,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",26-10-2020,7,-2.32,-3.15,1
991,Star GYM SH.P.K.,///,811364801,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",27-10-2020,9,-5.32,-3.5,1
992,FLYKOSOVA SH.P.K.,///,810070508,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,30,-3.25,-3.95,1
993,EVN O.P.,///,810913419,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,25,1.6,1.3,1
994,Liridon N. Shala B.I.,ELITE BOX,811477927,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,6,-5.35,-3.5,1
995,BSAFE L.L.C.,BSAFE,811480152,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,24,-2.96,-3.21,1
996,Turkish Fast Food Center TOMBIK DONER SH.P.K.,Turkish Fast Food Center TOMBIK DONER,811495987,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",28-10-2020,23,-4.89,-4.74,1
997,DYAD L.L.C.,///,811504085,Marketing,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,19,-0.72,-0.72,1
998,CROATIAN CLINIC A HAXHIU SH.P.K.,CROATIAN CLINIC A HAXHIU,811452523,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,31,5.64,6.28,1
999,MARIGONA GROUP SH.P.K.,///,811509192,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",27-10-2020,20,-5.14,-4.74,1
1000,KATROR Marketing L.L.C.,KATROR Marketing,811555517,Marketing,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,16,-0.71,-0.72,1
1001,ALPHA 2017 SH.P.K.,///,810075912,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,8,-4.32,-4.1,1
1002,Gabriell Prenrecaj B.I.,Caffe Bar Cezar,811561944,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",27-10-2020,14,-1.93,-1.74,1
1003,Hazbije Aliu B.I.,"N.T.P. "" Debora """,810527541,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,3,5.3,5.8,1
1004,QETI PATUNDSHMERI SH.P.K.,QETI PATUNDSHMERI,811558511,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",28-10-2020,3,-0.8,-0.9,1
1005,JAGMI L.L.C.,///,811373943,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,32,-3.72,-3.95,1
1006,SANNEX SH.P.K.,///,811256389,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",28-10-2020,31,-2.48,-3.21,1
1007,ICE AGE SRL Branch in Kosovo,ICE AGE SRL,811448506,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,42,6.32,6.53,1
1008,AURA OPTICA L.L.C.,///,811452185,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,27,5.64,6.28,1
1009,FOOT 4 SH.P.K.,FOOT 4,811339367,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Lipjan,"60,859",22-10-2020,5,-5.32,-4.1,1
1010,Teuta A. Osmani B.I.,///,811461532,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,56,-3.16,-3.21,1
1011,Krenare Sylejmani B.I.,"N.P.SH. "" MEN PLUS """,811195769,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,33,-3.02,-3.21,1
1012,Blerim B. Dragusha B.I.,"N.SH. Motel "" Sllatina""",811256694,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",27-10-2020,10,-3.21,-3.15,1
1013,Å½ivorad DjordjeviÄ I.B.,///,811553595,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",15-09-2020,30,-2.23,-4.74,1
1014,Besjana Kastrati B.I.,AKILI TROJA,811494187,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",15-09-2020,45,-1.92,-1.03,1
1015,Driton Sh. Murati B.I.,Dioni Diona,811471549,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",30-10-2020,8,2.18,2.78,1
1016,Femra Sot B.I.,"N.SH. "" Femra Sot """,70880504,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,12,1.21.,1.3,1
1017,AMSEL L.L.C.,AMSEL LLC,811429233,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,30,-1.62,-1.03,0
1018,POLIKLINIKA AVICENAKS SH.P.K.,POLIKLINIKA AVICENAKS,811413294,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,10,-2.56,-2.98,
1019,Gluten Free L.L.C.,Gluten Free,811553694,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,32,-5.27,-4.74,
1020,Hot Dog Heaven SH.P.K.,Hot Dog Heaven,811510090,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",28-10-2020,35,-4.77,-4.74,
1021,Arsen Bangoji B.I.,Gastro Shar,811454446,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,56,-2.45,-3.21,
1022,BIS Balkan Intercare Service SH.P.K.,///,811552315,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",15-09-2020,10,-3.04,-2.98,
1023,Xhevda MAAE SH.P.K.,///,811186023,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,8,-5.2,-4.1,
1024,ES STYLE SH.P.K.,///,810025272,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,40,-2.59,-3.21,
1025,AGRO DIAMOND SH.P.K.,///,810818106,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,21,-0.78,-0.05,
